user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os, email_ratio, cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
MNR0829,41.0,33.0,40.0,15.0,23.0,-8.51,-24.91,265.975100665,33.2468875831,16.0,2.0,44.0,1334286.0,28.0,40.0,
DOP0562,42.0,16.0,37.0,39.0,31.0,-15.24,-23.4,822.72337846,31.6432068639,28.0,1.07692307692,172.0,5176888.0,118.0,131.0,
UAD0771,46.0,34.0,15.0,30.0,31.0,-20.95,-25.99,390.267670632,30.0205900486,30.0,2.30769230769,51.0,1517786.0,39.0,45.0,
ALD0544,16.0,18.0,18.0,13.0,32.0,-1.09,-4.37,1088.51092802,35.1132557426,30.0,0.967741935484,643.0,19611941.0,636.0,253.0,
LCB0664,16.0,19.0,36.0,24.0,32.0,-1.48,-11.48,1527.47428366,29.9504761502,24.0,0.470588235294,490.0,14758302.0,364.0,232.0,
HCL0113,43.0,22.0,40.0,39.0,34.0,-15.03,-25.24,852.758221154,31.5836378205,24.0,0.888888888889,497.0,15211367.0,257.0,240.0,
TSB0437,26.0,23.0,16.0,30.0,26.0,-14.14,-18.62,188.194203827,26.884886261,16.0,2.28571428571,80.0,2367831.0,24.0,74.0,
EZH0736,44.0,41.0,37.0,19.0,31.0,-11.24,-26.7,1254.90503632,24.6059811043,16.0,0.313725490196,622.0,18514293.0,206.0,253.0,
JCG0316,47.0,36.0,32.0,25.0,33.0,-14.69,-26.17,1116.62793027,24.8139540061,28.0,0.622222222222,276.0,8524242.0,256.0,178.0,
MSG0839,42.0,46.0,19.0,39.0,29.0,-25.02,-35.38,200.0291448,28.5755921144,16.0,2.28571428571,34.0,978517.0,10.0,32.0,
LJJ0905,43.0,36.0,12.0,22.0,30.0,-17.92,-22.95,655.591726394,38.5642191997,30.0,1.76470588235,123.0,3625375.0,125.0,102.0,
HCM0267,36.0,45.0,39.0,20.0,32.0,-9.17,-26.64,844.846492519,28.1615497506,28.0,0.933333333333,529.0,15703538.0,527.0,226.0,
MTB0620,38.0,44.0,41.0,50.0,28.0,-22.97,-41.12,1514.75260952,34.4261956708,16.0,0.363636363636,517.0,15496171.0,518.0,267.0,
CCH0182,42.0,44.0,47.0,23.0,29.0,-10.82,-31.3,377.137808452,31.4281507043,16.0,1.33333333333,126.0,3929630.0,96.0,101.0,
CAM0681,41.0,43.0,45.0,10.0,28.0,-5.51,-25.51,977.961391891,31.5471416739,24.0,0.774193548387,161.0,4895129.0,131.0,110.0,
LBH0942,40.0,42.0,23.0,30.0,29.0,-18.91,-29.91,1039.57690052,24.1762069888,16.0,0.372093023256,430.0,13053970.0,130.0,240.0,
CAB0388,37.0,33.0,23.0,40.0,36.0,-19.19,-26.01,720.255305585,24.0085101862,16.0,0.533333333333,36.0,937008.0,28.0,34.0,
WGR0833,38.0,46.0,24.0,38.0,42.0,-19.02,-28.46,178.287187827,29.7145313046,30.0,5.0,41.0,1282227.0,0.0,38.0,
GQF0659,40.0,16.0,30.0,29.0,28.0,-12.81,-19.37,429.4648261,28.6309884067,16.0,1.06666666667,131.0,3849911.0,40.0,104.0,
CSP0197,37.0,44.0,17.0,13.0,26.0,-13.24,-23.76,1059.5783091,28.6372515974,16.0,0.432432432432,628.0,19100816.0,520.0,277.0,
OMM0944,17.0,14.0,27.0,21.0,29.0,-2.66,-8.63,251.227572416,31.403446552,30.0,3.75,43.0,1241197.0,0.0,38.0,
IMP0530,40.0,17.0,42.0,50.0,32.0,-18.04,-27.98,539.218388833,33.7011493021,24.0,1.5,130.0,3924429.0,66.0,102.0,
ORB0473,38.0,44.0,46.0,38.0,38.0,-14.16,-32.1,147.49644462,29.4992889239,16.0,3.2,17.0,462786.0,17.0,17.0,
JML0909,24.0,32.0,39.0,40.0,21.0,-14.73,-31.29,432.954101184,28.8636067456,30.0,2.0,113.0,3471551.0,107.0,95.0,
NDM0417,44.0,36.0,50.0,12.0,34.0,-3.46,-21.78,1086.24479057,35.0401545344,16.0,0.516129032258,555.0,16819511.0,647.0,267.0,
FRL0511,20.0,30.0,47.0,20.0,30.0,-0.45,-17.94,579.531170049,28.9765585025,16.0,0.8,127.0,3864242.0,152.0,104.0,
LAP0338,42.0,23.0,33.0,45.0,31.0,-19.94,-28.46,647.197610238,30.8189338208,16.0,0.761904761905,159.0,4818490.0,76.0,141.0,
HCV0478,46.0,36.0,18.0,12.0,24.0,-14.46,-23.14,1559.45521442,33.1798981791,16.0,0.340425531915,785.0,24002802.0,638.0,300.0,
KJA0152,16.0,16.0,39.0,38.0,34.0,-5.79,-15.32,958.539576577,35.5014657991,16.0,0.592592592593,675.0,20612047.0,0.0,211.0,
BSS0463,32.0,40.0,40.0,38.0,28.0,-15.62,-32.82,205.873337547,22.874815283,16.0,1.77777777778,19.0,545065.0,18.0,19.0,
AIM0627,36.0,39.0,16.0,41.0,23.0,-25.15,-34.08,1566.59968805,30.7176409421,16.0,0.313725490196,607.0,18162230.0,0.0,291.0,
RAH0440,18.0,15.0,43.0,16.0,24.0,1.83,-11.54,611.602352999,32.1895975262,16.0,0.842105263158,264.0,7781396.0,0.0,167.0,
XHG0902,44.0,35.0,23.0,47.0,14.0,-29.9,-41.85,544.516667157,36.3011111438,16.0,1.06666666667,84.0,2591809.0,49.0,69.0,
TDJ0998,34.0,40.0,10.0,42.0,36.0,-23.52,-27.6,1349.19410867,33.7298527167,16.0,0.4,225.0,6687933.0,155.0,124.0,
JPA0667,49.0,42.0,34.0,35.0,27.0,-21.49,-36.47,1094.08275259,31.259507217,24.0,0.685714285714,630.0,19177809.0,620.0,265.0,
EHR0096,22.0,13.0,20.0,48.0,31.0,-16.88,-18.73,824.998469125,37.4999304148,24.0,1.09090909091,187.0,5589182.0,0.0,150.0,
SJW0451,43.0,30.0,16.0,50.0,28.0,-28.48,-33.21,322.825145475,32.2825145475,16.0,1.6,25.0,784666.0,0.0,24.0,
CNB0900,34.0,43.0,38.0,16.0,27.0,-7.98,-25.85,486.718174655,32.4478783103,24.0,1.6,107.0,3199057.0,0.0,94.0,
CTA0020,36.0,50.0,11.0,22.0,34.0,-17.35,-25.36,1115.21412236,34.8504413236,18.0,0.5625,272.0,8136199.0,240.0,179.0,
SRS0231,17.0,44.0,36.0,32.0,26.0,-10.66,-28.83,954.352113747,30.7855520563,24.0,0.774193548387,609.0,18240329.0,182.0,254.0,
HWH0646,17.0,24.0,24.0,21.0,28.0,-5.25,-13.14,460.979209803,32.9270864145,30.0,2.14285714286,120.0,3823818.0,119.0,98.0,
HKB0418,50.0,18.0,13.0,26.0,27.0,-19.33,-19.95,917.466643418,32.7666658364,30.0,1.07142857143,404.0,12232059.0,0.0,238.0,
CCM0855,31.0,24.0,19.0,36.0,29.0,-16.91,-21.72,1256.51897537,27.922643897,16.0,0.355555555556,247.0,7218353.0,75.0,138.0,
SED0886,22.0,18.0,18.0,35.0,28.0,-13.31,-16.77,538.139389975,31.6552582338,16.0,0.941176470588,122.0,3551831.0,94.0,96.0,
LBC0356,40.0,30.0,40.0,21.0,41.0,-5.99,-17.34,1017.18463334,27.4914765768,16.0,0.432432432432,714.0,21728738.0,650.0,276.0,
CKH0144,34.0,22.0,22.0,35.0,30.0,-16.07,-21.07,772.521511396,28.6119078295,16.0,0.592592592593,599.0,18131483.0,561.0,242.0,
MVF0594,35.0,38.0,33.0,44.0,36.0,-18.61,-30.55,349.649287271,29.1374406059,16.0,1.33333333333,41.0,1272425.0,0.0,38.0,
ATF0274,20.0,45.0,48.0,27.0,28.0,-6.09,-28.47,831.111967153,34.629665298,28.0,1.16666666667,179.0,5601101.0,175.0,136.0,
KTG0091,46.0,41.0,16.0,15.0,29.0,-15.85,-23.98,868.432573905,32.1641694039,16.0,0.592592592593,458.0,13741794.0,267.0,210.0,
ACC0042,23.0,19.0,37.0,20.0,31.0,-1.85,-12.18,1235.70253047,29.4214888206,16.0,0.380952380952,1236.0,37447070.0,1048.0,254.0,
AKW0167,38.0,38.0,20.0,14.0,35.0,-10.1,-17.91,853.301630253,26.6656759454,24.0,0.75,242.0,7365844.0,79.0,168.0,
KPR0497,50.0,43.0,43.0,20.0,29.0,-12.77,-31.15,1507.51180517,32.0747192589,16.0,0.340425531915,745.0,21875830.0,745.0,285.0,
ABN0239,21.0,37.0,20.0,39.0,25.0,-17.99,-28.17,1191.99038401,30.5638560003,16.0,0.410256410256,725.0,21733425.0,453.0,273.0,
CKB0482,36.0,48.0,37.0,46.0,25.0,-23.01,-41.67,1311.30365737,33.6231707017,16.0,0.410256410256,668.0,20329737.0,0.0,269.0,
AMH0464,45.0,16.0,42.0,37.0,21.0,-16.43,-28.63,179.428947608,35.8857895217,16.0,3.2,15.0,421823.0,3.0,15.0,
SGG0787,14.0,27.0,10.0,20.0,31.0,-7.18,-10.21,1693.92807591,34.5699607328,28.0,0.571428571429,408.0,12284899.0,482.0,214.0,
SIJ0661,40.0,17.0,14.0,15.0,21.0,-12.63,-15.44,1410.10933545,34.3929106207,16.0,0.390243902439,618.0,19071754.0,151.0,264.0,
BTW0005,33.0,39.0,18.0,18.0,27.0,-12.9,-22.26,1661.6389235,25.1763473257,18.0,0.272727272727,91.0,2789617.0,79.0,79.0,
RLB0719,14.0,18.0,15.0,40.0,35.0,-12.13,-13.17,166.162198146,33.2324396291,24.0,4.8,16.0,491748.0,11.0,16.0,
WDO0870,23.0,21.0,14.0,13.0,25.0,-6.35,-10.25,1397.18061931,31.7541049844,16.0,0.363636363636,183.0,5605862.0,62.0,120.0,
KCB0815,16.0,40.0,18.0,36.0,31.0,-14.74,-23.95,970.928237357,33.4802840468,16.0,0.551724137931,337.0,9917976.0,90.0,186.0,
VCY0751,37.0,24.0,39.0,19.0,25.0,-7.36,-20.53,1566.48866519,26.5506553422,24.0,0.406779661017,625.0,18696507.0,665.0,272.0,
BAJ0654,36.0,10.0,47.0,10.0,41.0,4.89,-3.87,674.759099464,39.6917117331,16.0,0.941176470588,138.0,4187384.0,101.0,104.0,
MKL0941,16.0,26.0,20.0,38.0,30.0,-13.1,-19.32,1210.824696,31.0467870768,28.0,0.717948717949,306.0,9231158.0,0.0,175.0,
DBS0235,30.0,38.0,18.0,37.0,33.0,-18.57,-26.04,518.024801493,27.2644632365,16.0,0.842105263158,495.0,14300991.0,128.0,225.0,
JJH0613,50.0,30.0,24.0,14.0,26.0,-13.58,-22.1,1280.80518369,29.7861670625,16.0,0.372093023256,603.0,18217616.0,497.0,276.0,
UFK0208,18.0,34.0,22.0,23.0,30.0,-8.03,-17.43,1193.09512483,26.5132249963,16.0,0.355555555556,312.0,9466959.0,147.0,211.0,
BLB0114,38.0,48.0,41.0,15.0,22.0,-10.0,-31.35,1106.85827281,32.5546550825,16.0,0.470588235294,496.0,14891921.0,591.0,250.0,
CKD0680,18.0,50.0,24.0,18.0,28.0,-8.42,-23.6,1004.87744988,33.4959149958,24.0,0.8,607.0,17765805.0,376.0,263.0,
MKG0711,17.0,26.0,43.0,32.0,38.0,-3.15,-16.11,186.187916375,31.0313193959,16.0,2.66666666667,16.0,484755.0,0.0,16.0,
IIL0513,37.0,13.0,26.0,38.0,34.0,-14.86,-17.69,662.159089907,28.7895256481,16.0,0.695652173913,156.0,4466520.0,47.0,122.0,
TSM0363,34.0,19.0,20.0,39.0,33.0,-17.09,-19.74,1140.0734447,30.0019327554,30.0,0.789473684211,935.0,27746677.0,557.0,313.0,
PBP0002,49.0,35.0,23.0,10.0,27.0,-12.37,-21.82,961.446692691,27.4699055054,16.0,0.457142857143,40.0,1266410.0,0.0,36.0,
GTD0898,23.0,23.0,39.0,15.0,29.0,-0.32,-13.07,515.084442505,28.6158023614,24.0,1.33333333333,119.0,3311629.0,0.0,97.0,
CJH0702,46.0,24.0,30.0,25.0,37.0,-12.01,-18.52,150.63050037,21.51864291,16.0,2.28571428571,22.0,708887.0,0.0,22.0,
DMK0257,33.0,20.0,26.0,26.0,30.0,-10.58,-16.73,1084.88326176,24.6564377672,16.0,0.363636363636,244.0,7372290.0,260.0,149.0,
WIQ0567,25.0,41.0,10.0,47.0,39.0,-22.41,-26.43,1676.66561599,38.9922236277,16.0,0.372093023256,303.0,9014757.0,297.0,198.0,
PTH0830,43.0,44.0,42.0,43.0,34.0,-19.77,-36.8,314.245843935,28.5678039941,30.0,2.72727272727,48.0,1329631.0,14.0,45.0,
NCO0666,40.0,45.0,10.0,12.0,31.0,-14.42,-21.35,1094.83969333,37.7530928735,24.0,0.827586206897,592.0,17992993.0,501.0,245.0,
MHG0733,43.0,30.0,24.0,42.0,29.0,-22.8,-30.42,1368.29971535,29.112759901,16.0,0.340425531915,488.0,14482277.0,0.0,223.0,
RAW0915,43.0,50.0,21.0,43.0,24.0,-28.38,-41.62,1119.82784881,36.1234789938,16.0,0.516129032258,339.0,9925781.0,297.0,204.0,
HAM0985,20.0,17.0,29.0,16.0,20.0,-3.55,-13.12,693.179017916,28.8824590798,24.0,1.0,211.0,6121181.0,129.0,141.0,
SAB0781,36.0,35.0,24.0,30.0,28.0,-16.58,-26.42,431.076356022,22.6882292643,24.0,1.26315789474,78.0,2279073.0,101.0,69.0,
IBM0671,50.0,46.0,38.0,35.0,31.0,-20.47,-37.08,1058.22121551,32.0673095608,24.0,0.727272727273,632.0,18743332.0,570.0,262.0,
YDN0198,45.0,50.0,41.0,11.0,24.0,-10.22,-31.4,1272.15079406,32.6192511296,16.0,0.410256410256,45.0,1386301.0,40.0,43.0,
GAF0060,41.0,16.0,39.0,25.0,22.0,-10.58,-21.88,922.701744739,28.8344295231,24.0,0.75,644.0,19401831.0,783.0,267.0,
AMM0014,48.0,38.0,15.0,44.0,36.0,-27.01,-31.64,1140.27696827,33.5375578904,16.0,0.470588235294,43.0,1275236.0,0.0,41.0,
AMV0036,43.0,36.0,42.0,37.0,26.0,-17.83,-34.58,953.544456475,28.0454251904,16.0,0.470588235294,282.0,8864235.0,0.0,193.0,
MOP0763,43.0,41.0,22.0,20.0,33.0,-14.64,-24.12,250.122593462,25.0122593462,30.0,3.0,74.0,2125170.0,0.0,70.0,
CBG0490,50.0,31.0,35.0,10.0,29.0,-8.55,-20.81,1552.90266843,30.44907193,16.0,0.313725490196,757.0,22770978.0,456.0,295.0,
CNE0352,39.0,22.0,44.0,15.0,30.0,-3.47,-16.76,1980.70778165,30.0107239643,16.0,0.242424242424,505.0,15193804.0,198.0,253.0,
GQP0743,47.0,39.0,19.0,39.0,25.0,-26.36,-35.43,1325.86117231,32.3380773734,16.0,0.390243902439,433.0,13467292.0,428.0,220.0,
PTH0552,20.0,13.0,32.0,20.0,28.0,-1.96,-9.6,753.853217826,26.9233292081,16.0,0.571428571429,682.0,20318752.0,513.0,260.0,
GLR0975,33.0,44.0,26.0,24.0,24.0,-15.0,-29.29,864.945598088,26.2104726693,18.0,0.545454545455,341.0,10420815.0,426.0,202.0,
BKW0374,41.0,38.0,17.0,46.0,27.0,-27.43,-35.18,1295.83233488,32.3958083721,16.0,0.4,875.0,25985255.0,456.0,305.0,
AIP0982,43.0,20.0,43.0,41.0,33.0,-15.06,-26.01,834.10847661,30.8929065411,24.0,0.888888888889,310.0,9473085.0,284.0,173.0,
KRV0372,40.0,39.0,25.0,35.0,32.0,-19.36,-29.47,756.648208066,24.4080067118,16.0,0.516129032258,758.0,23145065.0,669.0,284.0,
JBD0616,40.0,21.0,25.0,37.0,27.0,-18.54,-24.72,1379.6943592,28.1570277389,16.0,0.326530612245,542.0,16035030.0,417.0,272.0,
RUM0880,40.0,37.0,17.0,38.0,26.0,-23.77,-31.68,1366.523521,29.7070330651,16.0,0.347826086957,238.0,7059995.0,265.0,141.0,
SMY0792,43.0,37.0,39.0,42.0,25.0,-21.13,-37.18,936.434278472,31.2144759491,16.0,0.533333333333,182.0,5534198.0,147.0,143.0,
HOB0994,38.0,39.0,15.0,43.0,33.0,-24.46,-30.58,893.790804274,28.8319614282,16.0,0.516129032258,547.0,16319804.0,332.0,242.0,
DGN0480,21.0,25.0,44.0,20.0,31.0,-0.46,-15.16,1098.24563292,28.9012008662,16.0,0.421052631579,659.0,19846283.0,380.0,266.0,
KJJ0293,41.0,42.0,23.0,39.0,33.0,-22.12,-31.97,118.643951435,23.728790287,16.0,3.2,18.0,632737.0,23.0,17.0,
JXH0493,36.0,32.0,23.0,15.0,31.0,-9.18,-17.42,1024.81309886,24.9954414357,30.0,0.731707317073,690.0,20398821.0,152.0,280.0,
JPW0741,40.0,38.0,44.0,30.0,33.0,-12.06,-28.79,1213.58936815,26.9686526256,16.0,0.355555555556,604.0,18070447.0,0.0,252.0,
NMG0766,16.0,23.0,42.0,40.0,31.0,-7.74,-20.99,259.83230888,28.8702565423,30.0,3.33333333333,53.0,1429086.0,31.0,51.0,
HMW0713,38.0,24.0,40.0,36.0,28.0,-14.0,-26.46,275.083046584,30.5647829538,28.0,3.11111111111,23.0,725993.0,21.0,23.0,
MAH0864,30.0,46.0,25.0,20.0,25.0,-12.71,-27.19,1334.95476425,26.1755836127,24.0,0.470588235294,278.0,8212549.0,206.0,158.0,
QNF0205,35.0,41.0,22.0,21.0,29.0,-13.63,-24.41,687.42904918,25.4603351548,16.0,0.592592592593,462.0,13585954.0,130.0,194.0,
KKW0879,36.0,42.0,21.0,31.0,27.0,-19.12,-30.02,1099.6717189,26.8212614366,16.0,0.390243902439,254.0,7412566.0,61.0,151.0,
RVF0201,36.0,32.0,38.0,29.0,28.0,-12.17,-26.37,927.003866035,23.1750966509,16.0,0.4,513.0,15257463.0,400.0,219.0,
TMA0069,33.0,38.0,42.0,14.0,33.0,-3.58,-20.24,949.769049155,28.7808802774,16.0,0.484848484848,680.0,20194233.0,394.0,255.0,
SBN0866,41.0,34.0,41.0,24.0,22.0,-12.53,-29.63,1515.06901124,27.0548037722,16.0,0.285714285714,258.0,7575282.0,209.0,157.0,
ZJE0857,35.0,34.0,36.0,38.0,31.0,-15.84,-29.04,1009.86915134,27.293760847,16.0,0.432432432432,194.0,5926750.0,49.0,131.0,
HPM0986,41.0,36.0,38.0,23.0,24.0,-12.69,-28.8,1234.78769654,25.199748909,24.0,0.489795918367,384.0,11216304.0,0.0,207.0,
CJP0952,45.0,18.0,25.0,18.0,27.0,-11.39,-16.86,189.698515479,31.6164192465,30.0,5.0,55.0,1804199.0,74.0,49.0,
CWR0502,41.0,49.0,25.0,45.0,27.0,-26.76,-40.57,1317.35412599,32.9338531497,24.0,0.6,681.0,20089970.0,610.0,273.0,
SLB0049,14.0,27.0,16.0,22.0,20.0,-9.18,-16.92,1424.6624078,32.3786910865,24.0,0.545454545455,59.0,1756787.0,33.0,53.0,
IDO0176,34.0,39.0,40.0,24.0,26.0,-10.52,-28.08,1245.41806537,24.4199620661,16.0,0.313725490196,401.0,11883519.0,0.0,215.0,
AGB0186,18.0,10.0,41.0,15.0,35.0,5.2,-3.52,575.20192481,35.9501203006,30.0,1.875,135.0,4054025.0,0.0,114.0,
RJB0088,20.0,42.0,37.0,45.0,24.0,-17.06,-35.09,1070.52280982,33.4538378068,16.0,0.5,194.0,5876591.0,0.0,123.0,
OCB0805,37.0,33.0,42.0,16.0,18.0,-8.44,-26.91,705.467930946,27.1333819595,16.0,0.615384615385,193.0,5652961.0,62.0,146.0,
ETR0428,36.0,21.0,40.0,20.0,20.0,-7.96,-21.84,512.491202705,28.4717334836,16.0,0.888888888889,233.0,6814238.0,179.0,155.0,
IKP0472,32.0,10.0,37.0,38.0,31.0,-10.85,-17.85,170.759224765,34.1518449531,16.0,3.2,26.0,716745.0,46.0,26.0,
LHB0967,37.0,38.0,41.0,47.0,33.0,-19.22,-34.65,223.661753192,31.9516790274,30.0,4.28571428571,56.0,1610917.0,0.0,51.0,
CCM0467,43.0,40.0,19.0,26.0,25.0,-19.73,-29.54,97.0666780744,24.2666695186,30.0,7.5,15.0,407773.0,3.0,15.0,
GKO0078,44.0,46.0,21.0,24.0,29.0,-18.67,-29.97,1214.09284919,27.5930192999,16.0,0.363636363636,251.0,7385024.0,226.0,193.0,
GNS0178,30.0,17.0,42.0,26.0,33.0,-4.48,-15.17,732.081859823,27.1141429564,24.0,0.888888888889,244.0,7226291.0,243.0,170.0,
SSS0345,40.0,21.0,38.0,16.0,20.0,-7.94,-20.96,480.493290736,30.030830671,28.0,1.75,116.0,3639470.0,0.0,98.0,
ALH0402,43.0,23.0,43.0,46.0,32.0,-17.93,-29.85,896.292887427,33.1960328677,30.0,1.11111111111,417.0,12705520.0,226.0,247.0,
AKK0329,45.0,22.0,25.0,39.0,22.0,-22.26,-29.58,245.809761125,30.7262201406,28.0,3.5,82.0,2330068.0,75.0,71.0,
EWH0191,33.0,17.0,22.0,23.0,27.0,-10.53,-15.11,969.81662609,26.2112601646,16.0,0.432432432432,50.0,1377286.0,39.0,43.0,
TVS0050,40.0,38.0,18.0,30.0,29.0,-19.52,-27.55,1724.25926449,25.7352129028,28.0,0.417910447761,416.0,12596204.0,272.0,234.0,
TUC0632,38.0,44.0,10.0,13.0,31.0,-14.09,-20.82,718.161761932,35.9080880966,16.0,0.8,113.0,3325380.0,0.0,93.0,
SKG0759,22.0,15.0,43.0,41.0,26.0,-9.64,-21.85,341.122568113,31.0111425558,30.0,2.72727272727,56.0,1726373.0,76.0,54.0,
IMG0320,37.0,14.0,12.0,24.0,23.0,-15.14,-15.88,1819.7363548,33.6988213852,16.0,0.296296296296,372.0,10912113.0,251.0,198.0,
BBG0325,41.0,50.0,30.0,37.0,40.0,-19.11,-32.22,1433.20906515,31.8490903367,24.0,0.533333333333,309.0,8751261.0,234.0,179.0,
CTW0500,38.0,36.0,20.0,35.0,35.0,-18.81,-25.64,1153.18886758,26.8183457577,24.0,0.558139534884,731.0,22286145.0,759.0,288.0,
SBN0495,39.0,22.0,43.0,24.0,21.0,-9.75,-24.56,1242.34315413,27.0074598725,16.0,0.347826086957,665.0,19981408.0,347.0,284.0,
ELH0960,40.0,43.0,26.0,41.0,22.0,-24.73,-38.51,191.904980233,27.4149971762,30.0,4.28571428571,53.0,1557683.0,0.0,51.0,
TSG0906,41.0,21.0,40.0,28.0,28.0,-10.98,-22.61,617.328762654,26.8403809849,16.0,0.695652173913,130.0,3911431.0,153.0,107.0,
JMK0099,40.0,37.0,41.0,41.0,25.0,-19.3,-36.26,840.023152982,28.0007717661,16.0,0.533333333333,148.0,4498521.0,136.0,123.0,
MKP0861,36.0,42.0,39.0,34.0,29.0,-15.43,-32.47,1279.63943669,27.2263709935,24.0,0.510638297872,198.0,5547946.0,204.0,128.0,
HIW0536,39.0,50.0,25.0,24.0,20.0,-18.97,-35.19,1833.96672236,32.1748547783,24.0,0.421052631579,645.0,19828678.0,157.0,279.0,
CTR0697,36.0,15.0,33.0,25.0,34.0,-7.54,-13.83,37.7351780138,18.8675890069,30.0,15.0,15.0,403211.0,24.0,15.0,
BHC0665,14.0,21.0,12.0,12.0,32.0,-2.04,-4.06,1231.4951111,35.1855746029,28.0,0.8,181.0,5481461.0,203.0,147.0,
WIF0691,33.0,39.0,37.0,30.0,24.0,-14.03,-30.87,435.442528487,22.9180278151,16.0,0.842105263158,128.0,4048609.0,37.0,97.0,
HWM0342,45.0,44.0,41.0,39.0,34.0,-18.9,-35.54,449.977366759,29.9984911172,16.0,1.06666666667,103.0,3119667.0,43.0,88.0,
MNC0717,30.0,37.0,22.0,22.0,34.0,-10.72,-19.46,59.9657704488,14.9914426122,16.0,4.0,21.0,574382.0,29.0,20.0,
ARB0881,38.0,46.0,43.0,10.0,35.0,-3.91,-22.55,702.446085828,36.9708466225,24.0,1.26315789474,102.0,3209664.0,132.0,89.0,
AHC0142,34.0,23.0,40.0,15.0,26.0,-4.09,-17.35,853.623119146,27.5362296499,16.0,0.516129032258,694.0,21171446.0,556.0,277.0,
ZFM0468,35.0,16.0,20.0,45.0,30.0,-20.21,-22.54,152.990811406,30.5981622813,16.0,3.2,14.0,426429.0,15.0,14.0,
DIW0118,37.0,17.0,19.0,37.0,26.0,-18.74,-21.96,1619.16670278,31.1378212073,16.0,0.307692307692,66.0,1973309.0,41.0,60.0,
USH0199,44.0,39.0,46.0,36.0,25.0,-17.42,-36.69,616.538773775,32.4494091461,16.0,0.842105263158,21.0,639433.0,15.0,21.0,
MAD0753,50.0,30.0,36.0,41.0,33.0,-20.51,-31.32,1707.69630411,31.6240056317,16.0,0.296296296296,504.0,14704935.0,270.0,243.0,
KDS0349,18.0,23.0,20.0,32.0,29.0,-10.88,-16.51,1077.38762535,28.3523059303,16.0,0.421052631579,44.0,1399560.0,0.0,39.0,
LJB0826,38.0,21.0,39.0,15.0,32.0,-3.78,-14.53,220.447943727,36.7413239545,30.0,5.0,54.0,1754826.0,45.0,45.0,
FKK0055,46.0,16.0,37.0,16.0,27.0,-7.51,-16.85,1007.25986281,32.4922536391,16.0,0.516129032258,38.0,1151998.0,39.0,35.0,
FPC0954,22.0,25.0,50.0,20.0,27.0,-0.22,-18.01,189.017594527,31.5029324211,30.0,5.0,35.0,974701.0,0.0,35.0,
GBM0603,39.0,42.0,42.0,24.0,37.0,-9.36,-25.72,1305.55365142,27.1990344046,16.0,0.333333333333,346.0,10561461.0,176.0,209.0,
CXC0336,23.0,19.0,34.0,35.0,34.0,-8.33,-16.56,372.040947744,26.5743534103,30.0,2.14285714286,132.0,3847539.0,91.0,108.0,
FDE0117,38.0,37.0,32.0,41.0,28.0,-20.23,-33.27,1200.72876608,26.1027992626,16.0,0.347826086957,207.0,5979926.0,136.0,128.0,
FUM0015,33.0,18.0,18.0,46.0,32.0,-20.38,-22.15,1451.03204851,34.5483821075,16.0,0.380952380952,52.0,1676467.0,44.0,49.0,
NAB0801,28.0,34.0,10.0,41.0,29.0,-22.01,-26.34,1314.73893096,33.7112546399,16.0,0.410256410256,212.0,6183527.0,67.0,164.0,
GJT0386,24.0,13.0,49.0,34.0,26.0,-5.41,-19.32,1086.30014254,36.2100047515,24.0,0.8,33.0,888381.0,9.0,31.0,
KAC0124,33.0,14.0,30.0,18.0,33.0,-4.46,-9.88,904.586830281,26.6054950083,16.0,0.470588235294,198.0,5872071.0,0.0,115.0,
CCR0863,20.0,30.0,37.0,14.0,29.0,-0.61,-14.75,1117.74574854,28.6601473984,16.0,0.410256410256,188.0,5848461.0,0.0,118.0,
TTD1000,34.0,34.0,24.0,40.0,29.0,-19.88,-29.11,766.806453686,27.3859447745,16.0,0.571428571429,145.0,4214056.0,64.0,93.0,
OKB0439,41.0,42.0,30.0,25.0,27.0,-15.79,-29.89,722.006842956,26.7409941835,24.0,0.888888888889,326.0,9624215.0,375.0,202.0,
XAA0104,41.0,40.0,14.0,38.0,42.0,-21.46,-25.37,861.819378157,31.919236228,28.0,1.03703703704,179.0,5591304.0,164.0,148.0,
RFP0380,39.0,39.0,20.0,20.0,32.0,-13.86,-22.47,707.375428768,24.3922561644,16.0,0.551724137931,36.0,1056664.0,7.0,34.0,
JTS0389,31.0,36.0,11.0,44.0,32.0,-23.55,-27.91,909.764327103,30.3254775701,16.0,0.533333333333,32.0,919450.0,12.0,31.0,
CMS0454,43.0,23.0,28.0,15.0,25.0,-10.03,-18.63,216.604624885,27.0755781106,16.0,2.0,18.0,578357.0,13.0,16.0,
JKB0126,43.0,24.0,19.0,33.0,28.0,-19.46,-23.96,877.104682918,29.2368227639,16.0,0.533333333333,156.0,4850323.0,0.0,100.0,
LAM0911,42.0,43.0,27.0,38.0,22.0,-23.79,-37.9,1049.20428949,27.6106391971,24.0,0.631578947368,279.0,7986971.0,189.0,176.0,
GCC0744,35.0,42.0,15.0,25.0,31.0,-16.78,-24.71,1283.23060741,27.3027788811,24.0,0.510638297872,496.0,14639136.0,0.0,242.0,
