user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,No-JobState-in-Team,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt-Less-A-mean,Dpt-Less-AC-mean,Dpt-less-C-mean,Dpt-High-N-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,No-JobState-in-Dpt,Job State,Leader_CPB-I,Leader_CPB-O
XHG0902,44.0,35.0,23.0,47.0,14.0,-10.562666666666665,-20.861333333333334,17,11,20,13,-8.855,-18.500000000000004,7,-11.878269230769229,-22.371538461538464,77,45,84,70,-11.889999999999999,-22.4,25,18,0,0,
TDJ0998,34.0,40.0,10.0,42.0,36.0,0,0,0,0,0,0,0,0,0,-9.610000000000001,-19.28727272727273,7,6,8,5,-8.54,-18.29,2,18,0,0,
JPA0667,49.0,42.0,34.0,35.0,27.0,-15.647333333333332,-25.99666666666667,6,2,4,9,-19.35,-30.06,4,-12.849100000000004,-23.242199999999997,52,28,43,48,-13.714999999999998,-24.880000000000003,16,18,0,0,
EHR0096,22.0,13.0,20.0,48.0,31.0,-14.9865,-26.297,10,4,5,7,-18.550000000000004,-28.395,1,-13.535078125,-24.36671875,73,31,48,57,-14.379999999999999,-25.175,19,18,0,0,
SJW0451,43.0,30.0,16.0,50.0,28.0,-15.090666666666671,-25.043666666666667,12,5,12,15,-17.235,-28.565,3,-13.091925133689841,-22.81812834224599,92,52,97,96,-14.44,-23.57,24,18,0,0,
CNB0900,34.0,43.0,38.0,16.0,27.0,-11.293333333333333,-21.39466666666667,16,11,20,13,-9.534999999999998,-18.79,7,-12.018782051282052,-22.474102564102566,76,45,84,70,-12.229999999999999,-22.545,25,18,0,0,
EAH0466,41.0,38.0,29.0,38.0,25.0,-15.324333333333332,-25.008000000000003,12,5,13,15,-16.96,-27.405,2,-13.129411764705882,-22.8124064171123,92,52,98,96,-14.69,-23.45,23,2,0,0,
CTA0020,36.0,50.0,11.0,22.0,34.0,0,0,0,0,0,0,0,0,0,-11.016,-23.389,6,1,3,6,-10.229999999999999,-24.565,1,18,0,0,
SRS0231,17.0,44.0,36.0,32.0,26.0,-13.142666666666667,-23.595333333333333,9,5,7,7,-12.05,-23.72,4,-12.957399999999998,-23.3186,52,28,43,48,-13.864999999999998,-25.005000000000003,16,18,0,0,
HWH0646,17.0,24.0,24.0,21.0,28.0,-11.745333333333335,-21.823,13,8,16,11,-12.200000000000001,-21.519999999999996,5,-12.036282051282054,-22.555576923076924,76,44,83,70,-12.415,-23.17,25,18,0,0,
HKB0418,50.0,18.0,13.0,26.0,27.0,-12.976500000000001,-23.6785,11,4,7,12,-14.135000000000002,-24.120000000000005,3,-13.515937499999998,-24.3571875,72,30,48,58,-14.229999999999999,-25.05,18,16,0,0,
CCM0855,31.0,24.0,19.0,36.0,29.0,-11.333333333333336,-21.406333333333336,16,10,13,15,-11.969999999999999,-22.470000000000002,3,-12.228269230769232,-22.78307692307692,85,46,73,77,-12.605,-23.75,23,18,0,0,
SED0886,22.0,18.0,18.0,35.0,28.0,-11.115666666666668,-21.697333333333333,17,11,19,13,-9.774999999999999,-19.880000000000003,7,-11.984615384615385,-22.532307692307693,77,45,83,70,-12.2,-22.965000000000003,25,18,0,0,
LBC0356,40.0,30.0,40.0,21.0,41.0,-15.579499999999998,-24.397999999999996,11,5,7,12,-16.095,-24.105,6,-14.459999999999997,-24.592372881355935,31,13,23,32,-15.780000000000001,-26.0,19,18,0,0,
CKH0144,34.0,22.0,22.0,35.0,30.0,0,0,0,0,0,0,0,0,0,-10.585,-20.4025,3,2,3,1,-10.279999999999998,-20.28,1,18,0,0,
MBG0438,38.0,17.0,37.0,16.0,29.0,-13.681999999999999,-25.8035,11,6,9,9,-12.935,-27.674999999999997,2,-13.62953125,-24.400937499999998,72,30,48,58,-14.569999999999999,-25.195,18,12,0,0,
MVF0594,35.0,38.0,33.0,44.0,36.0,-16.021,-23.67366666666667,11,5,16,18,-18.9,-24.849999999999998,6,-13.144705882352945,-22.83235294117647,92,52,98,95,-14.69,-23.45,24,18,0,0,
ATF0274,20.0,45.0,48.0,27.0,28.0,-15.526,-25.810000000000002,9,4,6,8,-20.32,-29.46,1,-13.619374999999998,-24.290625,72,31,49,58,-14.424999999999997,-24.895000000000003,19,18,0,0,
KTG0091,46.0,41.0,16.0,15.0,29.0,-11.306,-20.439,7,3,6,6,-10.55,-19.215,3,-13.543125,-24.325703125,72,31,49,58,-14.365,-25.035000000000004,19,18,0,0,
ACC0042,23.0,19.0,37.0,20.0,31.0,-16.25,-26.2875,9,2,8,11,-18.505000000000003,-28.365,11,-14.53016949152542,-24.679830508474573,31,13,23,32,-16.080000000000002,-26.25,19,18,0,0,
AKW0167,38.0,38.0,20.0,14.0,35.0,-11.350333333333333,-21.59433333333333,20,11,14,17,-11.52,-22.37,3,-12.271923076923079,-22.807499999999997,84,46,74,76,-13.035,-24.160000000000004,23,18,0,0,
KPR0497,50.0,43.0,43.0,20.0,29.0,-11.667000000000002,-22.267000000000003,17,10,15,17,-10.785,-21.225,6,-12.254807692307693,-22.722628205128206,84,46,74,77,-13.285,-24.040000000000003,23,18,0,0,
ABN0239,21.0,37.0,20.0,39.0,25.0,-15.793999999999997,-24.697333333333333,7,4,6,9,-19.43,-27.66,5,-12.721600000000002,-23.324,56,27,45,57,-11.995,-24.42,17,18,0,0,
CKB0482,36.0,48.0,37.0,46.0,25.0,-11.325666666666663,-21.91633333333333,18,10,15,17,-10.57,-21.020000000000003,6,-12.189166666666667,-22.65519230769231,85,46,74,77,-12.855,-23.630000000000003,23,18,0,0,
AMH0464,45.0,16.0,42.0,37.0,21.0,-15.492333333333333,-25.196333333333328,12,5,12,15,-17.36,-28.505000000000003,3,-13.156363636363633,-22.84262032085561,92,52,97,96,-14.85,-23.89,24,18,0,0,
QCH0110,34.0,35.0,17.0,37.0,27.0,-14.002000000000002,-24.7885,11,5,7,7,-14.864999999999998,-25.120000000000005,4,-13.503046875,-24.291015625,73,31,49,58,-14.379999999999999,-25.175,18,15,0,0,
SGG0787,14.0,27.0,10.0,20.0,31.0,-13.098,-25.902000000000005,10,3,4,7,-11.78,-27.83,3,-12.829699999999999,-23.5036,55,26,44,56,-12.409999999999998,-25.08,17,18,0,0,
SIJ0661,40.0,17.0,14.0,15.0,21.0,-16.238,-27.398666666666664,5,1,3,9,-18.85,-30.299999999999997,4,-12.9377,-23.4525,51,27,42,48,-14.19,-25.834999999999997,16,18,0,0,
BTW0005,33.0,39.0,18.0,18.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,
RLB0719,14.0,18.0,15.0,40.0,35.0,-10.043000000000001,-20.358333333333334,20,11,16,17,-8.785000000000002,-19.71,2,-13.179358288770056,-22.92529411764706,92,52,97,95,-14.6,-24.009999999999998,24,18,0,0,
WDO0870,23.0,21.0,14.0,13.0,25.0,-11.685333333333336,-21.788666666666664,15,9,13,15,-13.775000000000002,-24.155,3,-12.295961538461537,-22.856602564102563,84,45,73,77,-13.035,-24.160000000000004,23,18,0,0,
KCB0815,16.0,40.0,18.0,36.0,31.0,-12.594000000000001,-24.986000000000004,11,4,5,7,-11.03,-26.54,3,-12.754099999999998,-23.3662,56,27,45,56,-12.115,-24.655,17,18,0,0,
VCY0751,37.0,24.0,39.0,19.0,25.0,-13.952333333333334,-24.844,13,5,14,14,-14.64,-28.380000000000003,6,-12.289487179487182,-22.790705128205126,84,45,73,77,-13.285,-24.040000000000003,23,18,0,0,
BAJ0654,36.0,10.0,47.0,10.0,41.0,-12.083333333333336,-22.131999999999998,13,8,16,10,-12.575000000000001,-21.339999999999996,5,-12.101282051282048,-22.615000000000002,76,44,83,69,-12.389999999999999,-22.985,25,18,0,0,
MKL0941,16.0,26.0,20.0,38.0,30.0,-14.691333333333333,-24.942,7,4,7,8,-16.96,-27.16,2,-12.770499999999998,-23.412499999999998,56,27,44,56,-12.075000000000001,-24.64,17,18,0,0,
EGD0409,39.0,40.0,22.0,35.0,33.0,-12.956499999999998,-23.234500000000004,12,5,8,11,-14.015000000000002,-23.695,3,-13.5128125,-24.287812499999998,73,31,49,57,-14.149999999999997,-24.830000000000002,18,7,0,0,
DBS0235,30.0,38.0,18.0,37.0,33.0,-12.615333333333336,-23.781333333333336,9,5,7,6,-11.55,-23.96,4,-12.878300000000001,-23.3465,52,28,43,47,-13.614999999999998,-25.125,16,18,0,0,
JJH0613,50.0,30.0,24.0,14.0,26.0,-13.036999999999999,-23.857,14,7,14,13,-16.695,-27.349999999999998,5,-12.249615384615385,-22.780641025641025,84,45,73,77,-13.035,-24.160000000000004,23,18,0,0,
UFK0208,18.0,34.0,22.0,23.0,30.0,-11.738000000000001,-24.74266666666667,8,4,5,6,-12.260000000000002,-28.54,2,-14.425423728813561,-24.59084745762712,31,14,24,32,-16.080000000000002,-26.25,19,18,0,0,
BLB0114,38.0,48.0,41.0,15.0,22.0,-14.550999999999998,-24.642000000000003,10,5,7,7,-16.345,-24.990000000000002,5,-13.588828125000003,-24.268125,72,31,49,58,-14.49,-24.975,19,18,0,0,
CKD0680,18.0,50.0,24.0,18.0,28.0,-16.518666666666668,-26.854666666666667,5,2,4,9,-18.85,-30.299999999999997,4,-12.979800000000001,-23.3709,51,28,43,48,-14.259999999999998,-25.74,16,18,0,0,
MKG0711,17.0,26.0,43.0,32.0,38.0,-10.342333333333332,-20.26033333333333,20,11,16,17,-9.330000000000002,-19.19,2,-13.227379679144383,-22.90957219251337,92,52,97,95,-14.85,-23.89,24,18,0,0,
EDA0684,38.0,42.0,40.0,39.0,33.0,-8.192,-21.972666666666665,10,4,7,8,-7.35,-23.59,1,-12.731799999999996,-23.2731,56,27,45,56,-12.59,-24.23,16,2,0,0,
IIL0513,37.0,13.0,26.0,38.0,34.0,-12.997,-24.122333333333334,13,10,15,12,-13.705,-25.765,7,-11.974679487179486,-22.52641025641026,77,45,83,69,-12.049999999999999,-22.840000000000003,25,18,0,0,
TSM0363,34.0,19.0,20.0,39.0,33.0,-15.024500000000002,-24.278,12,6,7,12,-14.610000000000001,-23.585,6,-14.271864406779656,-24.551694915254238,32,14,23,32,-16.080000000000002,-26.25,19,18,0,0,
PBP0002,49.0,35.0,23.0,10.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,
LHB0606,37.0,38.0,15.0,27.0,27.0,-12.870999999999995,-23.721999999999998,14,8,15,13,-16.295,-26.250000000000004,4,-12.21769230769231,-22.754679487179487,84,46,74,77,-12.605,-23.75,22,4,0,0,
GTD0898,23.0,23.0,39.0,15.0,29.0,-11.548666666666666,-21.820666666666664,16,10,19,13,-10.415,-19.964999999999996,7,-12.067884615384616,-22.556025641025638,76,44,83,70,-12.54,-23.11,25,18,0,0,
CJH0702,46.0,24.0,30.0,25.0,37.0,-10.047000000000002,-20.18,19,10,16,17,-8.485000000000001,-19.46,2,-13.18,-22.896684491978604,91,51,97,95,-14.85,-23.89,24,18,0,0,
DMK0257,33.0,20.0,26.0,26.0,30.0,-11.371999999999998,-21.909333333333333,9,6,8,5,-10.23,-21.29,2,-13.584296875000001,-24.38234375,72,30,48,57,-14.504999999999999,-25.115000000000002,19,18,0,0,
WIQ0567,25.0,41.0,10.0,47.0,39.0,-7.69,-18.756,11,5,8,13,-4.9499999999999975,-14.939999999999998,2,-12.677400000000002,-23.3414,56,27,45,56,-12.115,-24.655,17,18,0,0,
PTH0830,43.0,44.0,42.0,43.0,34.0,-12.633999999999997,-23.709333333333333,15,10,13,15,-14.889999999999999,-25.825,5,-13.138502673796793,-22.79893048128342,92,52,98,95,-14.69,-23.45,24,18,0,0,
NCO0666,40.0,45.0,10.0,12.0,31.0,-16.11866666666667,-27.004666666666665,5,2,4,8,-18.85,-30.299999999999997,4,-12.919800000000002,-23.393400000000003,51,28,43,47,-14.109999999999998,-25.615,16,18,0,0,
MHG0733,43.0,30.0,24.0,42.0,29.0,-13.437666666666665,-24.514333333333333,14,6,14,14,-13.189999999999998,-27.534999999999997,6,-12.190512820512822,-22.72730769230769,85,46,73,77,-12.605,-23.75,23,18,0,0,
RAW0915,43.0,50.0,21.0,43.0,24.0,-12.438666666666666,-23.08266666666666,9,5,7,8,-12.700000000000001,-24.89,2,-12.7802,-23.1907,52,28,43,48,-13.464999999999998,-25.0,16,18,0,0,
HAM0985,20.0,17.0,29.0,16.0,20.0,0,0,0,0,0,0,0,0,0,-17.21625,-26.575000000000003,3,1,3,4,-19.809999999999995,-28.67,1,18,0,0,
SAB0781,36.0,35.0,24.0,30.0,28.0,-12.312000000000001,-22.211,15,6,14,20,-13.639999999999999,-24.599999999999998,2,-11.963653846153846,-22.47044871794872,77,45,84,70,-11.889999999999999,-22.4,25,18,0,0,
IBM0671,50.0,46.0,38.0,35.0,31.0,-15.715333333333334,-25.956,6,2,4,8,-19.35,-30.06,4,-12.859300000000005,-23.2361,52,28,43,47,-13.714999999999998,-24.880000000000003,16,18,0,0,
YDN0198,45.0,50.0,41.0,11.0,24.0,0,0,0,0,0,0,0,0,0,-15.829999999999998,-26.150000000000002,1,1,2,1,-19.64,-27.71,0,18,0,0,
GAF0060,41.0,16.0,39.0,25.0,22.0,-13.148,-24.058666666666667,8,4,6,7,-11.790000000000001,-24.73,4,-12.958199999999998,-23.388099999999994,51,27,42,48,-14.44,-25.714999999999996,16,18,0,0,
AMM0014,48.0,38.0,15.0,44.0,36.0,0,0,0,0,0,0,0,0,0,-9.1975,-20.272500000000004,3,3,3,4,-8.395,-20.095,0,18,0,0,
AMV0036,43.0,36.0,42.0,37.0,26.0,-11.084666666666669,-23.59933333333333,9,4,5,7,-11.570000000000002,-24.810000000000002,2,-14.259322033898304,-24.300169491525423,32,14,24,33,-15.780000000000001,-26.0,19,18,0,0,
MOP0763,43.0,41.0,22.0,20.0,33.0,-12.376666666666665,-22.287666666666667,14,6,14,19,-14.405000000000001,-25.45,2,-11.976089743589743,-22.48519230769231,76,45,84,69,-12.104999999999999,-22.605000000000004,25,18,0,0,
CBG0490,50.0,31.0,35.0,10.0,29.0,-11.807666666666668,-22.61166666666667,17,10,15,17,-10.865000000000002,-21.445,6,-12.281858974358974,-22.788910256410254,84,46,74,77,-13.285,-24.040000000000003,23,18,0,0,
CNE0352,39.0,22.0,44.0,15.0,30.0,-13.748,-25.683,11,6,9,8,-13.06,-27.614999999999995,3,-13.63984375,-24.382109375,72,30,48,57,-14.569999999999999,-25.195,19,18,0,0,
GQP0743,47.0,39.0,19.0,39.0,25.0,-13.318999999999999,-24.34733333333333,14,6,15,14,-12.55,-25.775,6,-12.16769230769231,-22.69519230769231,85,46,74,77,-12.605,-23.75,23,18,0,0,
PTH0552,20.0,13.0,32.0,20.0,28.0,-7.537333333333332,-16.834666666666667,12,8,10,8,-5.970000000000001,-12.740000000000002,5,-13.0444,-23.5109,51,27,42,48,-14.59,-25.839999999999996,16,18,0,0,
GLR0975,33.0,44.0,26.0,24.0,24.0,0,0,0,0,0,0,0,0,0,-11.251000000000001,-22.996000000000002,6,1,3,7,-10.440000000000001,-24.47,1,18,0,0,
GTD0219,40.0,40.0,19.0,30.0,33.0,-15.410999999999996,-25.562999999999995,10,3,9,11,-17.450000000000003,-27.43,10,-14.245762711864405,-24.434237288135595,32,14,24,32,-15.619999999999997,-25.559999999999995,18,6,0,0,
BKW0374,41.0,38.0,17.0,46.0,27.0,-14.5075,-23.505999999999997,12,6,8,13,-13.940000000000001,-22.125,6,-14.096610169491523,-24.29,32,14,24,33,-15.619999999999997,-25.559999999999995,19,18,0,0,
CAH0936,40.0,22.0,39.0,50.0,24.0,-14.130666666666663,-23.99133333333333,7,4,7,9,-16.509999999999998,-25.8,1,-12.686400000000003,-23.269900000000003,56,27,44,57,-12.55,-24.215,16,9,0,0,
AIP0982,43.0,20.0,43.0,41.0,33.0,0,0,0,0,0,0,0,0,0,-15.777499999999998,-24.963750000000005,4,2,3,3,-17.235,-27.3,1,18,0,0,
KRV0372,40.0,39.0,25.0,35.0,32.0,-14.911,-23.791500000000003,12,6,8,12,-14.835,-22.185000000000002,6,-14.233389830508475,-24.386779661016945,32,14,24,32,-15.619999999999997,-25.559999999999995,19,18,0,0,
IAT0263,28.0,23.0,30.0,30.0,27.0,-11.791000000000002,-20.804000000000002,8,3,5,6,-12.405,-19.75,2,-13.581015625,-24.354218749999994,73,31,48,58,-14.504999999999999,-25.115000000000002,18,9,0,0,
JBD0616,40.0,21.0,25.0,37.0,27.0,-12.871666666666666,-23.769666666666666,15,8,14,13,-14.885,-25.445,5,-12.217820512820513,-22.763846153846153,85,46,73,77,-12.605,-23.75,23,18,0,0,
RUM0880,40.0,37.0,17.0,38.0,26.0,-11.104666666666668,-21.074333333333332,16,10,14,15,-11.89,-22.250000000000004,3,-12.184294871794872,-22.71923076923077,85,46,74,77,-12.605,-23.75,23,18,0,0,
DGM0754,42.0,18.0,42.0,24.0,24.0,-13.879666666666669,-24.794333333333334,13,5,14,14,-14.64,-28.380000000000003,5,-12.275512820512821,-22.781153846153845,84,45,73,77,-13.285,-24.040000000000003,22,2,0,0,
SMY0792,43.0,37.0,39.0,42.0,25.0,-14.34866666666667,-24.696,4,1,5,9,-16.11,-27.659999999999997,1,-12.852699999999999,-23.2351,52,28,43,48,-13.714999999999998,-24.880000000000003,16,18,0,0,
HOB0994,38.0,39.0,15.0,43.0,33.0,0,0,0,0,0,0,0,0,0,-9.4925,-20.485,4,3,4,6,-11.055000000000001,-22.040000000000003,2,18,0,0,
DGN0480,21.0,25.0,44.0,20.0,31.0,-12.077333333333332,-22.799999999999997,17,9,14,16,-11.214999999999998,-22.025,5,-12.333717948717945,-22.825128205128205,84,45,73,76,-13.285,-24.040000000000003,22,16,0,0,
KJJ0293,41.0,42.0,23.0,39.0,33.0,-12.628000000000002,-22.854666666666667,13,6,16,15,-14.055,-24.345000000000002,3,-13.125935828877008,-22.824759358288766,92,52,98,95,-14.44,-23.57,24,18,0,0,
JXH0493,36.0,32.0,23.0,15.0,31.0,-11.786666666666664,-22.724666666666664,17,10,15,16,-10.405000000000001,-21.7,6,-12.277820512820515,-22.810641025641026,84,46,74,76,-13.035,-24.160000000000004,23,18,0,0,
PGH0184,30.0,35.0,33.0,22.0,25.0,-12.253,-23.769333333333336,16,8,15,11,-11.9,-25.02,3,-12.00705128205128,-22.485128205128206,76,45,84,70,-12.379999999999999,-22.67,24,11,0,0,
JPW0741,40.0,38.0,44.0,30.0,33.0,-13.795666666666667,-24.568666666666665,14,6,15,13,-13.785,-26.415,6,-12.259358974358973,-22.73775641025641,85,46,74,76,-12.855,-23.630000000000003,23,18,0,0,
NMG0766,16.0,23.0,42.0,40.0,31.0,-12.606666666666667,-22.392,15,6,13,19,-14.72,-24.340000000000003,2,-12.020320512820511,-22.50525641025641,77,45,83,69,-12.325,-22.905,25,18,0,0,
HMW0713,38.0,24.0,40.0,36.0,28.0,-9.980666666666666,-19.915333333333336,20,11,16,18,-8.990000000000002,-18.924999999999997,2,-13.16935828877005,-22.85422459893048,92,52,97,96,-14.85,-23.89,24,18,0,0,
MAH0864,30.0,46.0,25.0,20.0,25.0,-11.473333333333331,-21.223999999999997,15,10,14,15,-13.545,-23.810000000000002,3,-12.255192307692305,-22.74801282051282,84,46,74,77,-13.035,-24.160000000000004,23,18,0,0,
QNF0205,35.0,41.0,22.0,21.0,29.0,0,0,0,0,0,0,0,0,0,-13.688000000000002,-24.204,2,1,1,1,-17.060000000000002,-26.089999999999996,1,18,0,0,
KKW0879,36.0,42.0,21.0,31.0,27.0,-11.259666666666664,-21.129666666666665,16,10,14,15,-11.89,-22.250000000000004,3,-12.214102564102564,-22.729871794871794,85,46,74,77,-12.605,-23.75,23,18,0,0,
TEM0093,28.0,24.0,45.0,14.0,30.0,-12.910000000000004,-21.377000000000002,7,2,5,5,-13.385000000000002,-20.805,2,-13.668437500000001,-24.398984375000005,72,30,48,57,-14.719999999999999,-25.32,18,12,0,0,
RVF0201,36.0,32.0,38.0,29.0,28.0,0,0,0,0,0,0,0,0,0,-13.979999999999999,-23.811999999999998,3,1,1,1,-15.04,-24.2,1,18,0,0,
TMA0069,33.0,38.0,42.0,14.0,33.0,-16.754666666666665,-25.226000000000006,6,4,6,8,-20.97,-28.770000000000003,5,-12.865699999999997,-23.4033,55,27,45,56,-12.955,-24.56,17,18,0,0,
VFM0814,46.0,45.0,44.0,19.0,28.0,-12.81333333333333,-24.502000000000002,10,4,5,8,-11.18,-25.520000000000003,2,-12.787,-23.293600000000005,55,27,45,57,-12.684999999999999,-24.2,16,12,0,0,
SBN0866,41.0,34.0,41.0,24.0,22.0,-11.479333333333333,-21.142666666666667,15,10,14,15,-13.600000000000001,-23.845,3,-12.256346153846156,-22.732371794871796,84,46,74,77,-13.285,-24.040000000000003,23,18,0,0,
ZJE0857,35.0,34.0,36.0,38.0,31.0,-11.369,-21.162333333333333,16,10,14,14,-12.214999999999998,-22.645000000000003,3,-12.235128205128207,-22.736153846153847,85,46,74,76,-12.855,-23.630000000000003,23,18,0,0,
HPM0986,41.0,36.0,38.0,23.0,24.0,0,0,0,0,0,0,0,0,0,-16.073749999999997,-24.615,3,2,4,4,-18.61,-25.369999999999997,1,18,0,0,
CJP0952,45.0,18.0,25.0,18.0,27.0,-11.547666666666666,-21.006,20,14,20,11,-11.05,-19.025,5,-13.183315508021389,-22.905561497326204,91,51,97,96,-14.6,-24.009999999999998,24,18,0,0,
DRR0162,45.0,36.0,20.0,36.0,29.0,0,0,0,0,0,0,0,0,0,-15.766666666666667,-24.89,1,0,0,2,-18.83,-27.22,1,13,0,0,
ESR0693,35.0,23.0,25.0,21.0,31.0,-8.688666666666665,-23.129333333333335,9,3,6,8,-8.530000000000003,-25.29,1,-12.806300000000002,-23.4466,55,26,44,56,-12.409999999999998,-25.08,16,8,0,0,
CWR0502,41.0,49.0,25.0,45.0,27.0,-11.200666666666667,-21.953000000000003,18,10,15,17,-10.07,-21.26,6,-12.165128205128205,-22.66224358974359,85,46,74,77,-12.605,-23.75,23,18,0,0,
SLB0049,14.0,27.0,16.0,22.0,20.0,0,0,0,0,0,0,0,0,0,-12.972199999999999,-23.4377,51,27,42,48,-14.34,-25.959999999999997,16,18,0,0,
IDO0176,34.0,39.0,40.0,24.0,26.0,-11.336333333333332,-21.255333333333333,20,11,14,18,-11.280000000000001,-21.465000000000003,3,-12.26923076923077,-22.742307692307698,84,46,74,77,-13.285,-24.040000000000003,23,18,0,0,
AGB0186,18.0,10.0,41.0,15.0,35.0,-12.753333333333334,-24.456333333333333,16,7,14,10,-12.550000000000002,-26.0,4,-12.10326923076923,-22.61724358974359,76,44,83,69,-12.54,-23.11,25,18,0,0,
RJB0088,20.0,42.0,37.0,45.0,24.0,-10.940000000000001,-20.685333333333336,10,7,9,6,-10.07,-20.85,2,-13.533671874999996,-24.238906250000003,73,31,49,58,-14.424999999999997,-24.895000000000003,19,18,0,0,
OCB0805,37.0,33.0,42.0,16.0,18.0,-15.194666666666665,-25.380666666666666,3,1,5,9,-16.43,-28.54,1,-12.979600000000001,-23.337799999999994,51,28,43,48,-14.59,-25.839999999999996,16,18,0,0,
ETR0428,36.0,21.0,40.0,20.0,20.0,-13.5235,-25.429,11,6,9,9,-12.819999999999999,-27.144999999999996,3,-13.604765624999999,-24.342421875,72,30,48,58,-14.719999999999999,-25.32,19,18,0,0,
IKP0472,32.0,10.0,37.0,38.0,31.0,-15.678333333333336,-25.555666666666667,12,5,12,14,-18.049999999999997,-29.35,3,-13.186203208556147,-22.900267379679143,92,52,97,95,-14.85,-23.89,24,18,0,0,
LHB0967,37.0,38.0,41.0,47.0,33.0,-11.286666666666669,-20.413000000000004,21,15,21,10,-10.799999999999997,-18.32,5,-13.14144385026738,-22.81042780748663,92,52,98,95,-14.69,-23.45,24,18,0,0,
CCM0467,43.0,40.0,19.0,26.0,25.0,-15.382333333333332,-25.166,11,5,13,15,-18.125,-28.695,3,-13.138716577540105,-22.837754010695186,91,52,98,96,-14.44,-23.57,24,18,0,0,
GKO0078,44.0,46.0,21.0,24.0,29.0,-14.897000000000002,-25.735000000000003,9,4,6,8,-19.589999999999996,-29.315,1,-13.52109375,-24.27890625,72,31,49,58,-14.365,-25.035000000000004,19,18,0,0,
GNS0178,30.0,17.0,42.0,26.0,33.0,-12.430666666666667,-24.067999999999998,16,7,14,10,-12.550000000000002,-26.0,4,-12.041217948717946,-22.5425641025641,76,44,83,69,-12.54,-23.11,25,18,0,0,
SSS0345,40.0,21.0,38.0,16.0,20.0,-12.315333333333335,-23.875,16,7,14,11,-12.250000000000002,-25.75,4,-12.01903846153846,-22.505448717948717,76,44,83,70,-12.389999999999999,-22.985,25,18,0,0,
LOM0086,18.0,10.0,34.0,23.0,33.0,-12.046000000000001,-22.564666666666668,9,6,8,5,-10.66,-21.700000000000003,1,-13.66328125,-24.459140624999996,72,30,48,57,-14.719999999999999,-25.32,18,7,0,0,
SSR0278,34.0,32.0,45.0,15.0,24.0,-14.812999999999999,-25.067,10,5,7,7,-16.884999999999998,-25.900000000000002,4,-13.629765625000001,-24.33453125,72,31,49,58,-14.719999999999999,-25.32,18,10,0,0,
ALH0402,43.0,23.0,43.0,46.0,32.0,-13.888571428571428,-23.841428571428573,8,5,7,4,-17.129999999999995,-26.425,1,-12.722200000000003,-23.3072,56,27,44,56,-12.670000000000002,-24.45,17,18,0,0,
AKK0329,45.0,22.0,25.0,39.0,22.0,-11.838,-23.587666666666664,17,8,14,11,-11.785000000000002,-25.665000000000003,4,-11.927243589743588,-22.45019230769231,77,45,83,70,-12.049999999999999,-22.840000000000003,25,18,0,0,
EWH0191,33.0,17.0,22.0,23.0,27.0,0,0,0,0,0,0,0,0,0,-15.726666666666667,-31.58,1,0,1,1,-18.669999999999998,-36.09,0,18,0,0,
TVS0050,40.0,38.0,18.0,30.0,29.0,0,0,0,0,0,0,0,0,0,-12.7063,-23.330200000000005,56,27,45,57,-11.844999999999999,-24.295,17,18,0,0,
TUC0632,38.0,44.0,10.0,13.0,31.0,-11.450666666666665,-21.566999999999997,13,9,17,10,-12.120000000000003,-21.299999999999997,5,-11.979615384615382,-22.506346153846152,76,45,84,69,-12.104999999999999,-22.605000000000004,25,18,0,0,
SKG0759,22.0,15.0,43.0,41.0,26.0,-12.543333333333335,-22.363333333333333,15,6,13,20,-14.72,-24.340000000000003,2,-12.008141025641027,-22.499743589743588,77,45,83,70,-12.325,-22.905,25,18,0,0,
IMG0320,37.0,14.0,12.0,24.0,23.0,-11.182333333333332,-21.662,20,10,13,18,-11.145,-22.305,3,-12.239615384615384,-22.820512820512818,84,45,73,77,-13.035,-24.160000000000004,23,18,0,0,
BBG0325,41.0,50.0,30.0,37.0,40.0,-11.05,-21.11733333333333,21,11,14,17,-11.25,-21.575000000000003,3,-12.214166666666667,-22.715769230769233,85,46,74,76,-12.855,-23.630000000000003,23,18,0,0,
CTW0500,38.0,36.0,20.0,35.0,35.0,-11.465666666666666,-22.45066666666667,18,10,15,16,-10.190000000000001,-21.495,6,-12.216089743589743,-22.75794871794872,85,46,74,76,-12.605,-23.75,23,18,0,0,
SBN0495,39.0,22.0,43.0,24.0,21.0,-11.76766666666667,-22.486666666666668,17,9,14,17,-10.73,-21.46,6,-12.274166666666664,-22.76487179487179,84,45,73,77,-13.285,-24.040000000000003,23,18,0,0,
ELH0960,40.0,43.0,26.0,41.0,22.0,-11.102999999999998,-20.284333333333333,21,15,21,11,-10.674999999999997,-18.38,5,-13.111978609625666,-22.789786096256684,92,52,98,96,-14.44,-23.57,24,18,0,0,
