user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os,cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
KAT0489,22.0,41.0,36.0,23.0,26.0,-7.81,-25.07,0.916588316756,0.305529438919,0.286702672782,0.0955675575939,46.0,1269046.0,42.0,39.0,
CCH0685,47.0,24.0,42.0,34.0,29.0,-15.1,-27.66,1.17959177946,0.294897944864,0.341355100343,0.0853387750858,27.0,807001.0,30.0,19.0,
DMM0623,36.0,27.0,21.0,39.0,30.0,-19.44,-25.29,2.56962910298,0.321203637873,0.291982910479,0.0364978638099,62.0,1846248.0,81.0,42.0,
SAH0599,13.0,22.0,44.0,18.0,22.0,1.12,-15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CPG0322,17.0,13.0,19.0,24.0,36.0,-4.11,-5.17,1.10002575109,0.275006437772,0.341355100343,0.0853387750858,4.0,123073.0,3.0,4.0,
OBH0499,35.0,18.0,41.0,16.0,34.0,-1.85,-12.17,0.548451423754,0.274225711877,0.286702672782,0.143351336391,55.0,1657226.0,37.0,44.0,
SNS0129,26.0,10.0,43.0,35.0,30.0,-6.5,-16.31,0.283448190793,0.283448190793,0.297837646493,0.297837646493,1.0,22563.0,0.0,1.0,
PKB0429,34.0,42.0,43.0,40.0,22.0,-18.09,-38.2,0.57186241887,0.285931209435,0.341355100343,0.170677550172,18.0,625214.0,19.0,16.0,
NAH0503,33.0,17.0,23.0,35.0,38.0,-12.8,-14.98,0.902042881444,0.300680960481,0.286702672782,0.0955675575939,45.0,1370370.0,42.0,33.0,
FRB0023,45.0,14.0,12.0,14.0,14.0,-15.4,-18.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AHG0634,31.0,36.0,42.0,41.0,27.0,-15.71,-32.75,0.295543914531,0.295543914531,0.286702672782,0.286702672782,3.0,81966.0,2.0,3.0,
CWB0065,50.0,33.0,14.0,20.0,23.0,-19.86,-26.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ATP0662,17.0,16.0,41.0,20.0,39.0,3.35,-6.08,1.07581155655,0.268952889137,0.341355100343,0.0853387750858,23.0,685891.0,21.0,22.0,
DPM0423,37.0,38.0,38.0,15.0,27.0,-7.65,-23.99,0.829505904704,0.276501968235,0.341355100343,0.113785033448,3.0,121090.0,2.0,3.0,
WKF0012,37.0,44.0,20.0,45.0,23.0,-26.97,-38.65,0.336588655687,0.336588655687,0.341355100343,0.341355100343,1.0,20576.0,0.0,1.0,
JMB0308,41.0,44.0,34.0,14.0,32.0,-9.18,-24.39,0.909221939601,0.303073979867,0.291982910479,0.0973276368263,3.0,94147.0,1.0,3.0,
AKF0709,42.0,31.0,29.0,22.0,32.0,-12.09,-21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JMH0543,44.0,25.0,37.0,13.0,34.0,-5.38,-15.79,0.874006625252,0.291335541751,0.341355100343,0.113785033448,52.0,1500533.0,15.0,41.0,
CJF0802,36.0,39.0,38.0,43.0,21.0,-20.99,-38.48,0.564395322357,0.282197661179,0.341355100343,0.170677550172,2.0,38538.0,1.0,2.0,
IRM0931,44.0,46.0,33.0,35.0,30.0,-20.16,-35.45,0.555366996433,0.277683498217,0.341355100343,0.170677550172,2.0,82339.0,3.0,2.0,
FQA0854,41.0,38.0,30.0,34.0,26.0,-19.26,-32.29,0.602322405231,0.301161202615,0.291982910479,0.145991455239,32.0,960539.0,36.0,31.0,
CYA0506,16.0,17.0,44.0,14.0,31.0,4.9,-7.93,0.249862708344,0.249862708344,0.286702672782,0.286702672782,3.0,97784.0,0.0,3.0,
GRC0145,30.0,43.0,24.0,46.0,27.0,-23.18,-35.47,0.302828525543,0.302828525543,0.341355100343,0.341355100343,2.0,71935.0,8.0,2.0,
BLS0678,35.0,17.0,43.0,28.0,31.0,-7.07,-18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HJB0742,41.0,40.0,16.0,21.0,30.0,-16.53,-24.28,0.872929676265,0.290976558755,0.286702672782,0.0955675575939,101.0,3114758.0,75.0,60.0,
KKS0119,15.0,28.0,39.0,33.0,27.0,-6.94,-21.59,0.930964368312,0.310321456104,0.30438175398,0.10146058466,3.0,96468.0,4.0,3.0,
RAB0589,36.0,35.0,26.0,14.0,31.0,-8.48,-18.69,0.276734123296,0.276734123296,0.286702672782,0.286702672782,2.0,47238.0,2.0,2.0,
DBB0384,40.0,41.0,28.0,37.0,27.0,-20.99,-33.88,1.19036949567,0.297592373917,0.341355100343,0.0853387750858,4.0,143464.0,2.0,4.0,
TRK0914,40.0,19.0,14.0,33.0,30.0,-18.53,-19.47,0.524720830463,0.262360415231,0.341355100343,0.170677550172,2.0,70022.0,1.0,2.0,
BSA0431,50.0,41.0,19.0,40.0,29.0,-27.05,-35.59,0.307321974074,0.307321974074,0.286702672782,0.286702672782,16.0,448656.0,3.0,15.0,
RHL0992,36.0,10.0,39.0,37.0,36.0,-9.92,-16.33,0.554238297475,0.277119148738,0.341355100343,0.170677550172,2.0,54431.0,0.0,2.0,
CIM0926,31.0,25.0,41.0,17.0,31.0,-2.92,-16.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CFG0959,42.0,21.0,24.0,17.0,20.0,-12.47,-20.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
VMJ0147,23.0,28.0,37.0,22.0,24.0,-5.83,-20.25,0.28148106478,0.28148106478,0.341355100343,0.341355100343,1.0,40928.0,1.0,1.0,
SAT0194,14.0,19.0,36.0,23.0,35.0,0.27,-9.16,0.56616987497,0.283084937485,0.341355100343,0.170677550172,2.0,64621.0,1.0,2.0,
HBO0413,41.0,35.0,18.0,15.0,18.0,-15.53,-25.5,0.606594426382,0.303297213191,0.341355100343,0.170677550172,2.0,69435.0,0.0,2.0,
DZC0228,37.0,37.0,34.0,21.0,38.0,-8.43,-20.36,1.20019398292,0.300048495729,0.341355100343,0.0853387750858,4.0,114795.0,0.0,4.0,
TEB0251,44.0,50.0,22.0,13.0,36.0,-12.65,-24.05,0.284755801967,0.284755801967,0.341355100343,0.341355100343,1.0,41389.0,0.0,1.0,
MNR0829,41.0,33.0,40.0,15.0,23.0,-8.51,-24.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DOP0562,42.0,16.0,37.0,39.0,31.0,-15.24,-23.4,0.598992121498,0.299496060749,0.286702672782,0.143351336391,15.0,454586.0,5.0,12.0,
UAD0771,46.0,34.0,15.0,30.0,31.0,-20.95,-25.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ALD0544,16.0,18.0,18.0,13.0,32.0,-1.09,-4.37,0.566708505199,0.2833542526,0.341355100343,0.170677550172,38.0,1043905.0,30.0,32.0,
LCB0664,16.0,19.0,36.0,24.0,32.0,-1.48,-11.48,1.40131359301,0.280262718602,0.286702672782,0.0573405345564,121.0,3732364.0,80.0,69.0,
HCL0113,43.0,22.0,40.0,39.0,34.0,-15.03,-25.24,0.545763325815,0.272881662908,0.291982910479,0.145991455239,25.0,792091.0,18.0,22.0,
TSB0437,26.0,23.0,16.0,30.0,26.0,-14.14,-18.62,0.301015126317,0.301015126317,0.286702672782,0.286702672782,6.0,223682.0,2.0,5.0,
EZH0736,44.0,41.0,37.0,19.0,31.0,-11.24,-26.7,1.51868838156,0.303737676312,0.286702672782,0.0573405345564,165.0,4807157.0,58.0,76.0,
JCG0316,47.0,36.0,32.0,25.0,33.0,-14.69,-26.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MSG0839,42.0,46.0,19.0,39.0,29.0,-25.02,-35.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
LJJ0905,43.0,36.0,12.0,22.0,30.0,-17.92,-22.95,0.818124610423,0.272708203474,0.286702672782,0.0955675575939,9.0,228952.0,10.0,9.0,
HCM0267,36.0,45.0,39.0,20.0,32.0,-9.17,-26.64,0.28401815408,0.28401815408,0.286702672782,0.286702672782,49.0,1507449.0,50.0,37.0,
MTB0620,38.0,44.0,41.0,50.0,28.0,-22.97,-41.12,1.93481935673,0.276402765247,0.291982910479,0.0417118443541,67.0,2002436.0,56.0,42.0,
CCH0182,42.0,44.0,47.0,23.0,29.0,-10.82,-31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CAM0681,41.0,43.0,45.0,10.0,28.0,-5.51,-25.51,0.928626176602,0.309542058867,0.341355100343,0.113785033448,23.0,703694.0,23.0,19.0,
LBH0942,40.0,42.0,23.0,30.0,29.0,-18.91,-29.91,0.967429141738,0.322476380579,0.30438175398,0.10146058466,4.0,104135.0,4.0,4.0,
CAB0388,37.0,33.0,23.0,40.0,36.0,-19.19,-26.01,0.3433481456,0.3433481456,0.30438175398,0.30438175398,1.0,28156.0,0.0,1.0,
WGR0833,38.0,46.0,24.0,38.0,42.0,-19.02,-28.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GQF0659,40.0,16.0,30.0,29.0,28.0,-12.81,-19.37,0.291883944985,0.291883944985,0.286702672782,0.286702672782,9.0,238022.0,11.0,9.0,
CSP0197,37.0,44.0,17.0,13.0,26.0,-13.24,-23.76,0.864107554235,0.288035851412,0.341355100343,0.113785033448,3.0,88051.0,7.0,3.0,
OMM0944,17.0,14.0,27.0,21.0,29.0,-2.66,-8.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IMP0530,40.0,17.0,42.0,50.0,32.0,-18.04,-27.98,0.282667856485,0.282667856485,0.286702672782,0.286702672782,3.0,110930.0,4.0,3.0,
ORB0473,38.0,44.0,46.0,38.0,38.0,-14.16,-32.1,0.274873766011,0.274873766011,0.286702672782,0.286702672782,2.0,37468.0,0.0,2.0,
JML0909,24.0,32.0,39.0,40.0,21.0,-14.73,-31.29,0.911285558676,0.303761852892,0.286702672782,0.0955675575939,13.0,399130.0,10.0,11.0,
NDM0417,44.0,36.0,50.0,12.0,34.0,-3.46,-21.78,0.558679903623,0.279339951812,0.341355100343,0.170677550172,2.0,86013.0,2.0,2.0,
FRL0511,20.0,30.0,47.0,20.0,30.0,-0.45,-17.94,0.807624429972,0.269208143324,0.30438175398,0.10146058466,6.0,182945.0,9.0,6.0,
LAP0338,42.0,23.0,33.0,45.0,31.0,-19.94,-28.46,0.329486967823,0.329486967823,0.341355100343,0.341355100343,1.0,32663.0,0.0,1.0,
HCV0478,46.0,36.0,18.0,12.0,24.0,-14.46,-23.14,0.557389815315,0.278694907657,0.286702672782,0.143351336391,47.0,1338780.0,51.0,36.0,
KJA0152,16.0,16.0,39.0,38.0,34.0,-5.79,-15.32,0.550667417823,0.275333708912,0.341355100343,0.170677550172,2.0,48589.0,0.0,2.0,
ECF0828,40.0,49.0,39.0,40.0,35.0,-18.89,-36.19,0.280035667242,0.280035667242,0.341355100343,0.341355100343,1.0,32986.0,0.0,1.0,
BVN0514,36.0,23.0,30.0,23.0,22.0,-11.59,-21.81,0.641337201427,0.320668600713,0.341355100343,0.170677550172,4.0,120314.0,0.0,4.0,
BSS0463,32.0,40.0,40.0,38.0,28.0,-15.62,-32.82,0.929552052247,0.309850684082,0.341355100343,0.113785033448,5.0,160687.0,5.0,5.0,
JJM0203,37.0,36.0,18.0,30.0,28.0,-18.54,-26.39,0.356696780018,0.356696780018,0.341355100343,0.341355100343,1.0,29420.0,1.0,1.0,
AIM0627,36.0,39.0,16.0,41.0,23.0,-25.15,-34.08,2.28153112293,0.325933017562,0.291982910479,0.0417118443541,73.0,2093237.0,0.0,46.0,
RAH0440,18.0,15.0,43.0,16.0,24.0,1.83,-11.54,0.537600312851,0.268800156426,0.30438175398,0.15219087699,23.0,704798.0,0.0,21.0,
XHG0902,44.0,35.0,23.0,47.0,14.0,-29.9,-41.85,1.18814014826,0.297035037064,0.30438175398,0.0760954384951,13.0,379990.0,9.0,11.0,
TDJ0998,34.0,40.0,10.0,42.0,36.0,-23.52,-27.6,0.272188684864,0.272188684864,0.286702672782,0.286702672782,34.0,984610.0,32.0,19.0,
JPA0667,49.0,42.0,34.0,35.0,27.0,-21.49,-36.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
EHR0096,22.0,13.0,20.0,48.0,31.0,-16.88,-18.73,0.272549693196,0.272549693196,0.341355100343,0.341355100343,1.0,34281.0,0.0,1.0,
SJW0451,43.0,30.0,16.0,50.0,28.0,-28.48,-33.21,0.57649747657,0.288248738285,0.286702672782,0.143351336391,3.0,103111.0,0.0,3.0,
CNB0900,34.0,43.0,38.0,16.0,27.0,-7.98,-25.85,0.875432804741,0.291810934914,0.286702672782,0.0955675575939,9.0,292546.0,0.0,9.0,
CTA0020,36.0,50.0,11.0,22.0,34.0,-17.35,-25.36,0.529652034516,0.264826017258,0.341355100343,0.170677550172,2.0,40096.0,1.0,2.0,
SRS0231,17.0,44.0,36.0,32.0,26.0,-10.66,-28.83,0.592348535277,0.296174267638,0.341355100343,0.170677550172,2.0,70522.0,0.0,2.0,
HWH0646,17.0,24.0,24.0,21.0,28.0,-5.25,-13.14,0.892896751805,0.297632250602,0.286702672782,0.0955675575939,9.0,250599.0,6.0,9.0,
HKB0418,50.0,18.0,13.0,26.0,27.0,-19.33,-19.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CCM0855,31.0,24.0,19.0,36.0,29.0,-16.91,-21.72,1.27450837432,0.31862709358,0.291982910479,0.0729957276197,57.0,1597477.0,13.0,43.0,
SED0886,22.0,18.0,18.0,35.0,28.0,-13.31,-16.77,1.11420426747,0.278551066867,0.341355100343,0.0853387750858,14.0,427648.0,10.0,13.0,
LBC0356,40.0,30.0,40.0,21.0,41.0,-5.99,-17.34,0.873170225997,0.291056741999,0.341355100343,0.113785033448,33.0,1005377.0,23.0,26.0,
CKH0144,34.0,22.0,22.0,35.0,30.0,-16.07,-21.07,0.321683965441,0.321683965441,0.341355100343,0.341355100343,1.0,20823.0,1.0,1.0,
MBG0438,38.0,17.0,37.0,16.0,29.0,-4.79,-14.35,0.284873922509,0.284873922509,0.286702672782,0.286702672782,15.0,410516.0,4.0,12.0,
MVF0594,35.0,38.0,33.0,44.0,36.0,-18.61,-30.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ATF0274,20.0,45.0,48.0,27.0,28.0,-6.09,-28.47,0.25818660967,0.25818660967,0.30438175398,0.30438175398,1.0,27265.0,0.0,1.0,
KTG0091,46.0,41.0,16.0,15.0,29.0,-15.85,-23.98,0.573225908006,0.286612954003,0.286702672782,0.143351336391,52.0,1616777.0,26.0,36.0,
ACC0042,23.0,19.0,37.0,20.0,31.0,-1.85,-12.18,0.607583209739,0.30379160487,0.291982910479,0.145991455239,2.0,73162.0,0.0,2.0,
AKW0167,38.0,38.0,20.0,14.0,35.0,-10.1,-17.91,0.897777307695,0.299259102565,0.291982910479,0.0973276368263,3.0,109879.0,0.0,3.0,
KPR0497,50.0,43.0,43.0,20.0,29.0,-12.77,-31.15,0.548121229285,0.274060614643,0.286702672782,0.143351336391,38.0,1176028.0,35.0,34.0,
ABN0239,21.0,37.0,20.0,39.0,25.0,-17.99,-28.17,0.845771298945,0.281923766315,0.341355100343,0.113785033448,17.0,461589.0,15.0,15.0,
CKB0482,36.0,48.0,37.0,46.0,25.0,-23.01,-41.67,0.574346036502,0.287173018251,0.286702672782,0.143351336391,47.0,1481858.0,0.0,38.0,
AMH0464,45.0,16.0,42.0,37.0,21.0,-16.43,-28.63,0.574681872984,0.287340936492,0.286702672782,0.143351336391,2.0,49631.0,0.0,2.0,
QCH0110,34.0,35.0,17.0,37.0,27.0,-20.98,-28.42,0.684612233598,0.342306116799,0.341355100343,0.170677550172,11.0,299217.0,0.0,11.0,
SGG0787,14.0,27.0,10.0,20.0,31.0,-7.18,-10.21,1.06043307086,0.265108267714,0.341355100343,0.0853387750858,17.0,629261.0,24.0,14.0,
SIJ0661,40.0,17.0,14.0,15.0,21.0,-12.63,-15.44,0.557976338036,0.278988169018,0.341355100343,0.170677550172,2.0,64371.0,0.0,2.0,
BTW0005,33.0,39.0,18.0,18.0,27.0,-12.9,-22.26,1.49832406556,0.299664813111,0.341355100343,0.0682710200686,6.0,177333.0,3.0,6.0,
RLB0719,14.0,18.0,15.0,40.0,35.0,-12.13,-13.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WDO0870,23.0,21.0,14.0,13.0,25.0,-6.35,-10.25,1.22144950733,0.305362376832,0.291982910479,0.0729957276197,36.0,1135409.0,13.0,29.0,
KCB0815,16.0,40.0,18.0,36.0,31.0,-14.74,-23.95,0.935121602426,0.311707200809,0.341355100343,0.113785033448,22.0,593892.0,8.0,16.0,
VCY0751,37.0,24.0,39.0,19.0,25.0,-7.36,-20.53,2.13784805747,0.305406865353,0.286702672782,0.0409575246831,142.0,4084129.0,151.0,76.0,
BAJ0654,36.0,10.0,47.0,10.0,41.0,4.89,-3.87,0.25366244922,0.25366244922,0.286702672782,0.286702672782,11.0,336067.0,4.0,9.0,
MKL0941,16.0,26.0,20.0,38.0,30.0,-13.1,-19.32,1.48939428085,0.29787885617,0.341355100343,0.0682710200686,6.0,184584.0,0.0,6.0,
EGD0409,39.0,40.0,22.0,35.0,33.0,-19.73,-28.83,0.415699782496,0.415699782496,0.341355100343,0.341355100343,1.0,20018.0,0.0,1.0,
DBS0235,30.0,38.0,18.0,37.0,33.0,-18.57,-26.04,0.273904999572,0.273904999572,0.341355100343,0.341355100343,1.0,29352.0,0.0,1.0,
JJH0613,50.0,30.0,24.0,14.0,26.0,-13.58,-22.1,1.12864933926,0.282162334816,0.291982910479,0.0729957276197,65.0,1931124.0,58.0,43.0,
UFK0208,18.0,34.0,22.0,23.0,30.0,-8.03,-17.43,1.33196858906,0.332992147265,0.341355100343,0.0853387750858,4.0,124702.0,0.0,4.0,
BLB0114,38.0,48.0,41.0,15.0,22.0,-10.0,-31.35,0.832112283947,0.277370761316,0.341355100343,0.113785033448,31.0,986384.0,36.0,24.0,
CKD0680,18.0,50.0,24.0,18.0,28.0,-8.42,-23.6,0.309598838154,0.309598838154,0.341355100343,0.341355100343,1.0,22531.0,1.0,1.0,
MKG0711,17.0,26.0,43.0,32.0,38.0,-3.15,-16.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IIL0513,37.0,13.0,26.0,38.0,34.0,-14.86,-17.69,0.292989853976,0.292989853976,0.286702672782,0.286702672782,4.0,127997.0,2.0,4.0,
TSM0363,34.0,19.0,20.0,39.0,33.0,-17.09,-19.74,1.13230946132,0.283077365331,0.341355100343,0.0853387750858,40.0,1185113.0,28.0,31.0,
PBP0002,49.0,35.0,23.0,10.0,27.0,-12.37,-21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GTD0898,23.0,23.0,39.0,15.0,29.0,-0.32,-13.07,1.07011992508,0.26752998127,0.286702672782,0.0716756681955,20.0,553612.0,0.0,18.0,
CJH0702,46.0,24.0,30.0,25.0,37.0,-12.01,-18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DMK0257,33.0,20.0,26.0,26.0,30.0,-10.58,-16.73,0.950177191115,0.316725730372,0.341355100343,0.113785033448,3.0,79182.0,1.0,3.0,
WIQ0567,25.0,41.0,10.0,47.0,39.0,-22.41,-26.43,0.854275337504,0.284758445835,0.30438175398,0.10146058466,41.0,1228760.0,35.0,25.0,
PTH0830,43.0,44.0,42.0,43.0,34.0,-19.77,-36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NCO0666,40.0,45.0,10.0,12.0,31.0,-14.42,-21.35,0.548645115869,0.274322557935,0.341355100343,0.170677550172,2.0,56730.0,0.0,2.0,
MHG0733,43.0,30.0,24.0,42.0,29.0,-22.8,-30.42,1.57020524437,0.314041048874,0.286702672782,0.0573405345564,117.0,3352627.0,0.0,63.0,
RAW0915,43.0,50.0,21.0,43.0,24.0,-28.38,-41.62,0.261994757602,0.261994757602,0.341355100343,0.341355100343,1.0,27834.0,2.0,1.0,
HAM0985,20.0,17.0,29.0,16.0,20.0,-3.55,-13.12,0.263973992669,0.263973992669,0.341355100343,0.341355100343,1.0,38220.0,0.0,1.0,
SAB0781,36.0,35.0,24.0,30.0,28.0,-16.58,-26.42,0.351435695669,0.351435695669,0.30438175398,0.30438175398,1.0,32634.0,0.0,1.0,
IBM0671,50.0,46.0,38.0,35.0,31.0,-20.47,-37.08,1.1958755103,0.298968877575,0.341355100343,0.0853387750858,4.0,94653.0,3.0,4.0,
YDN0198,45.0,50.0,41.0,11.0,24.0,-10.22,-31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GAF0060,41.0,16.0,39.0,25.0,22.0,-10.58,-21.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AMM0014,48.0,38.0,15.0,44.0,36.0,-27.01,-31.64,0.280922142097,0.280922142097,0.30438175398,0.30438175398,1.0,20686.0,0.0,1.0,
AMV0036,43.0,36.0,42.0,37.0,26.0,-17.83,-34.58,0.576623137805,0.288311568903,0.341355100343,0.170677550172,2.0,103660.0,0.0,2.0,
MOP0763,43.0,41.0,22.0,20.0,33.0,-14.64,-24.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CBG0490,50.0,31.0,35.0,10.0,29.0,-8.55,-20.81,0.537975245101,0.26898762255,0.286702672782,0.143351336391,39.0,1217881.0,25.0,35.0,
CNE0352,39.0,22.0,44.0,15.0,30.0,-3.47,-16.76,1.3760783911,0.275215678219,0.341355100343,0.0682710200686,36.0,1062865.0,12.0,29.0,
GQP0743,47.0,39.0,19.0,39.0,25.0,-26.36,-35.43,0.90486128873,0.301620429577,0.286702672782,0.0955675575939,101.0,3061960.0,112.0,62.0,
PTH0552,20.0,13.0,32.0,20.0,28.0,-1.96,-9.6,0.558401181539,0.279200590769,0.341355100343,0.170677550172,42.0,1141358.0,36.0,34.0,
GLR0975,33.0,44.0,26.0,24.0,24.0,-15.0,-29.29,0.863467923917,0.287822641306,0.341355100343,0.113785033448,3.0,95798.0,4.0,3.0,
GTD0219,40.0,40.0,19.0,30.0,33.0,-18.63,-26.67,0.590169621808,0.295084810904,0.341355100343,0.170677550172,2.0,48657.0,0.0,2.0,
BKW0374,41.0,38.0,17.0,46.0,27.0,-27.43,-35.18,0.850636411442,0.283545470481,0.286702672782,0.0955675575939,35.0,959033.0,19.0,30.0,
CAH0936,40.0,22.0,39.0,50.0,24.0,-21.51,-33.58,0.258278408095,0.258278408095,0.341355100343,0.341355100343,2.0,54033.0,1.0,2.0,
AIP0982,43.0,20.0,43.0,41.0,33.0,-15.06,-26.01,0.322998999472,0.322998999472,0.341355100343,0.341355100343,1.0,43155.0,0.0,1.0,
KRV0372,40.0,39.0,25.0,35.0,32.0,-19.36,-29.47,0.57109956241,0.285549781205,0.286702672782,0.143351336391,37.0,1107149.0,35.0,30.0,
IAT0263,28.0,23.0,30.0,30.0,27.0,-11.0,-20.33,0.95904217705,0.319680725683,0.341355100343,0.113785033448,62.0,1890594.0,67.0,35.0,
JBD0616,40.0,21.0,25.0,37.0,27.0,-18.54,-24.72,1.21918273885,0.304795684713,0.286702672782,0.0716756681955,54.0,1616145.0,62.0,36.0,
RUM0880,40.0,37.0,17.0,38.0,26.0,-23.77,-31.68,1.16380098945,0.290950247364,0.30438175398,0.0760954384951,40.0,1183472.0,44.0,34.0,
SMY0792,43.0,37.0,39.0,42.0,25.0,-21.13,-37.18,0.275099862911,0.275099862911,0.341355100343,0.341355100343,1.0,32597.0,0.0,1.0,
HOB0994,38.0,39.0,15.0,43.0,33.0,-24.46,-30.58,1.03125088448,0.343750294825,0.341355100343,0.113785033448,3.0,78609.0,1.0,3.0,
DGN0480,21.0,25.0,44.0,20.0,31.0,-0.46,-15.16,0.848280513601,0.2827601712,0.286702672782,0.0955675575939,71.0,2184640.0,64.0,49.0,
KJJ0293,41.0,42.0,23.0,39.0,33.0,-22.12,-31.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JXH0493,36.0,32.0,23.0,15.0,31.0,-9.18,-17.42,0.280136614098,0.280136614098,0.286702672782,0.286702672782,34.0,890212.0,10.0,23.0,
PGH0184,30.0,35.0,33.0,22.0,25.0,-9.81,-24.13,0.286954931528,0.286954931528,0.341355100343,0.341355100343,1.0,33247.0,2.0,1.0,
JPW0741,40.0,38.0,44.0,30.0,33.0,-12.06,-28.79,1.58717731671,0.317435463341,0.286702672782,0.0573405345564,137.0,4075813.0,0.0,68.0,
NMG0766,16.0,23.0,42.0,40.0,31.0,-7.74,-20.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HMW0713,38.0,24.0,40.0,36.0,28.0,-14.0,-26.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAH0864,30.0,46.0,25.0,20.0,25.0,-12.71,-27.19,1.17933680086,0.294834200215,0.291982910479,0.0729957276197,53.0,1531028.0,32.0,38.0,
QNF0205,35.0,41.0,22.0,21.0,29.0,-13.63,-24.41,0.293195109984,0.293195109984,0.341355100343,0.341355100343,1.0,39119.0,1.0,1.0,
KKW0879,36.0,42.0,21.0,31.0,27.0,-19.12,-30.02,1.36856519828,0.34214129957,0.291982910479,0.0729957276197,49.0,1445628.0,10.0,36.0,
TEM0093,28.0,24.0,45.0,14.0,30.0,0.19,-14.6,0.283750837691,0.283750837691,0.286702672782,0.286702672782,47.0,1352736.0,25.0,30.0,
RVF0201,36.0,32.0,38.0,29.0,28.0,-12.17,-26.37,1.88649200158,0.314415333597,0.341355100343,0.0568925167239,7.0,203027.0,9.0,7.0,
TMA0069,33.0,38.0,42.0,14.0,33.0,-3.58,-20.24,1.18560212008,0.296400530021,0.341355100343,0.0853387750858,16.0,485732.0,11.0,14.0,
VFM0814,46.0,45.0,44.0,19.0,28.0,-11.45,-31.21,0.399018068088,0.399018068088,0.286702672782,0.286702672782,21.0,603208.0,4.0,16.0,
SBN0866,41.0,34.0,41.0,24.0,22.0,-12.53,-29.63,1.17015406298,0.292538515746,0.291982910479,0.0729957276197,44.0,1399338.0,44.0,37.0,
ZJE0857,35.0,34.0,36.0,38.0,31.0,-15.84,-29.04,0.876637118812,0.292212372937,0.286702672782,0.0955675575939,32.0,1014288.0,9.0,29.0,
HPM0986,41.0,36.0,38.0,23.0,24.0,-12.69,-28.8,0.606417048059,0.303208524029,0.341355100343,0.170677550172,2.0,73407.0,0.0,2.0,
CJP0952,45.0,18.0,25.0,18.0,27.0,-11.39,-16.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DRR0162,45.0,36.0,20.0,36.0,29.0,-22.78,-30.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ESR0693,35.0,23.0,25.0,21.0,31.0,-9.52,-15.91,0.285754371423,0.285754371423,0.286702672782,0.286702672782,31.0,942833.0,45.0,20.0,
CWR0502,41.0,49.0,25.0,45.0,27.0,-26.76,-40.57,0.896599940048,0.298866646683,0.286702672782,0.0955675575939,43.0,1182726.0,41.0,32.0,
SLB0049,14.0,27.0,16.0,22.0,20.0,-9.18,-16.92,0.295049368249,0.295049368249,0.341355100343,0.341355100343,1.0,32937.0,0.0,1.0,
IDO0176,34.0,39.0,40.0,24.0,26.0,-10.52,-28.08,0.942284231273,0.314094743758,0.291982910479,0.0973276368263,3.0,136854.0,0.0,3.0,
AGB0186,18.0,10.0,41.0,15.0,35.0,5.2,-3.52,0.268339832623,0.268339832623,0.30438175398,0.30438175398,1.0,25038.0,0.0,1.0,
RJB0088,20.0,42.0,37.0,45.0,24.0,-17.06,-35.09,0.292432104215,0.292432104215,0.341355100343,0.341355100343,1.0,26849.0,0.0,1.0,
